date,MACD,MACD_Hist,MACD_Signal
2018-04-13 11:42,-0.0516,-0.0234,-0.0282
2018-04-13 11:43,-0.0737,-0.0364,-0.0373
2018-04-13 11:44,-0.0854,-0.0385,-0.0469
2018-04-13 11:45,-0.0758,-0.0231,-0.0527
2018-04-13 11:46,-0.0509,0.0014,-0.0523
2018-04-13 11:47,-0.0275,0.0199,-0.0474
2018-04-13 11:48,0.0022,0.0396,-0.0375
2018-04-13 11:49,-0.0065,0.0248,-0.0313
2018-04-13 11:50,-0.0224,0.0071,-0.0295
2018-04-13 11:51,-0.0526,-0.0185,-0.0341
2018-04-13 11:52,-0.0688,-0.0277,-0.0411
2018-04-13 11:53,-0.0629,-0.0175,-0.0454
2018-04-13 11:54,-0.0654,-0.016,-0.0494
2018-04-13 11:55,-0.1361,-0.0693,-0.0668
2018-04-13 11:56,-0.1396,-0.0583,-0.0813
2018-04-13 11:57,-0.1192,-0.0303,-0.0889
2018-04-13 11:58,-0.0788,0.0081,-0.0869
2018-04-13 11:59,-0.0302,0.0453,-0.0756
2018-04-13 12:00,0.0057,0.065,-0.0593
2018-04-13 12:01,0.0642,0.0988,-0.0346
2018-04-13 12:02,0.1188,0.1227,-0.0039
2018-04-13 12:03,0.1666,0.1364,0.0302
2018-04-13 12:04,0.1795,0.1194,0.06
2018-04-13 12:05,0.227,0.1335,0.0934
2018-04-13 12:06,0.2707,0.1418,0.1289
2018-04-13 12:07,0.2904,0.1292,0.1612
2018-04-13 12:08,0.2778,0.0933,0.1845
2018-04-13 12:09,0.2575,0.0584,0.1991
2018-04-13 12:10,0.2372,0.0304,0.2067
2018-04-13 12:11,0.2185,0.0094,0.2091
2018-04-13 12:12,0.187,-0.0177,0.2047
2018-04-13 12:13,0.1746,-0.0241,0.1986
2018-04-13 12:14,0.1716,-0.0216,0.1932
2018-04-13 12:15,0.1625,-0.0245,0.1871
2018-04-13 12:16,0.1538,-0.0266,0.1804
2018-04-13 12:17,0.141,-0.0315,0.1725
2018-04-13 12:18,0.123,-0.0396,0.1626
2018-04-13 12:19,0.1065,-0.0449,0.1514
2018-04-13 12:20,0.0909,-0.0484,0.1393
2018-04-13 12:21,0.0554,-0.0672,0.1225
2018-04-13 12:22,0.0337,-0.0711,0.1048
2018-04-13 12:23,0.0215,-0.0666,0.0881
2018-04-13 12:24,0.0058,-0.0658,0.0716
2018-04-13 12:25,-0.0206,-0.0738,0.0532
2018-04-13 12:26,-0.0393,-0.074,0.0347
2018-04-13 12:27,-0.0752,-0.0879,0.0127
2018-04-13 12:28,-0.1041,-0.0934,-0.0106
2018-04-13 12:29,-0.1072,-0.0772,-0.0299
2018-04-13 12:30,-0.086,-0.0449,-0.0412
2018-04-13 12:31,-0.0825,-0.033,-0.0494
2018-04-13 12:32,-0.0834,-0.0272,-0.0562
2018-04-13 12:33,-0.0885,-0.0258,-0.0627
2018-04-13 12:34,-0.0875,-0.0198,-0.0676
2018-04-13 12:35,-0.1024,-0.0278,-0.0746
2018-04-13 12:36,-0.1114,-0.0294,-0.082
2018-04-13 12:37,-0.1071,-0.0202,-0.087
2018-04-13 12:38,-0.1269,-0.032,-0.095
2018-04-13 12:39,-0.1538,-0.047,-0.1067
2018-04-13 12:40,-0.1802,-0.0588,-0.1214
2018-04-13 12:41,-0.1798,-0.0467,-0.1331
2018-04-13 12:42,-0.1941,-0.0488,-0.1453
2018-04-13 12:43,-0.2031,-0.0463,-0.1569
2018-04-13 12:44,-0.1948,-0.0303,-0.1645
2018-04-13 12:45,-0.1928,-0.0226,-0.1701
2018-04-13 12:46,-0.1985,-0.0227,-0.1758
2018-04-13 12:47,-0.1872,-0.0091,-0.1781
2018-04-13 12:48,-0.2065,-0.0228,-0.1838
2018-04-13 12:49,-0.2129,-0.0233,-0.1896
2018-04-13 12:50,-0.2059,-0.0131,-0.1929
2018-04-13 12:51,-0.171,0.0175,-0.1885
2018-04-13 12:52,-0.1337,0.0438,-0.1775
2018-04-13 12:53,-0.1205,0.0456,-0.1661
2018-04-13 12:54,-0.1124,0.043,-0.1554
2018-04-13 12:55,-0.1319,0.0188,-0.1507
2018-04-13 12:56,-0.1452,0.0044,-0.1496
2018-04-13 12:57,-0.1493,0.0003,-0.1495
2018-04-13 12:58,-0.1188,0.0246,-0.1434
2018-04-13 12:59,-0.1006,0.0342,-0.1348
2018-04-13 13:00,-0.0989,0.0287,-0.1276
2018-04-13 13:01,-0.0996,0.0224,-0.122
2018-04-13 13:02,-0.0935,0.0228,-0.1163
2018-04-13 13:03,-0.1157,0.0005,-0.1162
2018-04-13 13:04,-0.1205,-0.0034,-0.1171
2018-04-13 13:05,-0.1204,-0.0027,-0.1177
2018-04-13 13:06,-0.1154,0.0018,-0.1173
2018-04-13 13:07,-0.1026,0.0118,-0.1143
2018-04-13 13:08,-0.0786,0.0286,-0.1072
2018-04-13 13:09,-0.0554,0.0415,-0.0968
2018-04-13 13:10,-0.0553,0.0333,-0.0885
2018-04-13 13:11,-0.0665,0.0176,-0.0841
2018-04-13 13:12,-0.0722,0.0095,-0.0817
2018-04-13 13:13,-0.0622,0.0156,-0.0778
2018-04-13 13:14,-0.0749,0.0024,-0.0772
2018-04-13 13:15,-0.1,-0.0182,-0.0818
2018-04-13 13:16,-0.0956,-0.0111,-0.0845
2018-04-13 13:17,-0.0909,-0.0051,-0.0858
2018-04-13 13:18,-0.0821,0.0029,-0.0851
2018-04-13 13:19,-0.0738,0.009,-0.0828
2018-04-13 13:20,-0.0814,0.0012,-0.0825
2018-04-13 13:21,-0.0777,0.0039,-0.0816
2018-04-13 13:22,-0.0406,0.0328,-0.0734
2018-04-13 13:23,0.0,0.0587,-0.0587
2018-04-13 13:24,0.0264,0.068,-0.0417
2018-04-13 13:25,0.0776,0.0954,-0.0178
2018-04-13 13:26,0.1226,0.1124,0.0103
2018-04-13 13:27,0.1677,0.1259,0.0418
2018-04-13 13:28,0.1991,0.1259,0.0732
2018-04-13 13:29,0.2075,0.1074,0.1001
2018-04-13 13:30,0.2013,0.081,0.1203
2018-04-13 13:31,0.2021,0.0655,0.1367
2018-04-13 13:32,0.1789,0.0338,0.1451
2018-04-13 13:33,0.1811,0.0288,0.1523
2018-04-13 13:34,0.1694,0.0137,0.1557
2018-04-13 13:35,0.1489,-0.0055,0.1544
2018-04-13 13:36,0.1159,-0.0308,0.1467
2018-04-13 13:37,0.097,-0.0397,0.1367
2018-04-13 13:38,0.0857,-0.0409,0.1265
2018-04-13 13:39,0.0742,-0.0419,0.1161
2018-04-13 13:40,0.0754,-0.0325,0.1079
2018-04-13 13:41,0.0851,-0.0182,0.1034
2018-04-13 13:42,0.087,-0.0131,0.1001
2018-04-13 13:43,0.0885,-0.0093,0.0978
2018-04-13 13:44,0.0837,-0.0113,0.095
2018-04-13 13:45,0.0797,-0.0122,0.0919
2018-04-13 13:46,0.0658,-0.0209,0.0867
2018-04-13 13:47,0.0577,-0.0232,0.0809
2018-04-13 13:48,0.0475,-0.0267,0.0742
2018-04-13 13:49,0.0401,-0.0273,0.0674
2018-04-13 13:50,0.0487,-0.015,0.0636
2018-04-13 13:51,0.0628,-0.0007,0.0635
2018-04-13 13:52,0.0756,0.0097,0.0659
2018-04-13 13:53,0.0775,0.0093,0.0682
2018-04-13 13:54,0.0822,0.0112,0.071
2018-04-13 13:55,0.0881,0.0136,0.0744
2018-04-13 13:56,0.0829,0.0068,0.0761
2018-04-13 13:57,0.073,-0.0025,0.0755
2018-04-13 13:58,0.055,-0.0164,0.0714
2018-04-13 13:59,0.0482,-0.0186,0.0667
2018-04-13 14:00,0.047,-0.0158,0.0628
2018-04-13 14:01,0.0544,-0.0067,0.0611
2018-04-13 14:02,0.0548,-0.005,0.0599
2018-04-13 14:03,0.0589,-0.0008,0.0597
2018-04-13 14:04,0.0626,0.0024,0.0603
2018-04-13 14:05,0.0704,0.0081,0.0623
2018-04-13 14:06,0.0597,-0.002,0.0618
2018-04-13 14:07,0.0531,-0.0069,0.0601
2018-04-13 14:08,0.0569,-0.0025,0.0594
2018-04-13 14:09,0.064,0.0036,0.0603
2018-04-13 14:10,0.0716,0.009,0.0626
2018-04-13 14:11,0.0803,0.0142,0.0661
2018-04-13 14:12,0.0801,0.0112,0.0689
2018-04-13 14:13,0.0764,0.006,0.0704
2018-04-13 14:14,0.0579,-0.01,0.0679
2018-04-13 14:15,0.0401,-0.0222,0.0624
2018-04-13 14:16,-0.009,-0.0571,0.0481
2018-04-13 14:17,-0.0535,-0.0813,0.0278
2018-04-13 14:18,-0.096,-0.099,0.003
2018-04-13 14:19,-0.137,-0.112,-0.025
2018-04-13 14:20,-0.1582,-0.1065,-0.0516
2018-04-13 14:21,-0.1769,-0.1002,-0.0767
2018-04-13 14:22,-0.1931,-0.0931,-0.1
2018-04-13 14:23,-0.2073,-0.0859,-0.1214
2018-04-13 14:24,-0.2292,-0.0862,-0.143
2018-04-13 14:25,-0.2445,-0.0812,-0.1633
2018-04-13 14:26,-0.272,-0.087,-0.185
2018-04-13 14:27,-0.2783,-0.0746,-0.2037
2018-04-13 14:28,-0.2587,-0.044,-0.2147
2018-04-13 14:29,-0.2564,-0.0334,-0.223
2018-04-13 14:30,-0.2541,-0.0248,-0.2292
2018-04-13 14:31,-0.2916,-0.0499,-0.2417
2018-04-13 14:32,-0.2994,-0.0461,-0.2533
2018-04-13 14:33,-0.2981,-0.0359,-0.2622
2018-04-13 14:34,-0.2617,0.0004,-0.2621
2018-04-13 14:35,-0.2359,0.021,-0.2569
2018-04-13 14:36,-0.2233,0.0269,-0.2502
2018-04-13 14:37,-0.2156,0.0276,-0.2432
2018-04-13 14:38,-0.2168,0.0212,-0.238
2018-04-13 14:39,-0.2265,0.0092,-0.2357
2018-04-13 14:40,-0.223,0.0101,-0.2331
2018-04-13 14:41,-0.2537,-0.0164,-0.2372
2018-04-13 14:42,-0.2712,-0.0271,-0.244
2018-04-13 14:43,-0.2762,-0.0258,-0.2505
2018-04-13 14:44,-0.2771,-0.0213,-0.2558
2018-04-13 14:45,-0.2562,-0.0003,-0.2559
2018-04-13 14:46,-0.2341,0.0174,-0.2515
2018-04-13 14:47,-0.1998,0.0414,-0.2412
2018-04-13 14:48,-0.2006,0.0325,-0.2331
2018-04-13 14:49,-0.2018,0.025,-0.2268
2018-04-13 14:50,-0.2092,0.0141,-0.2233
2018-04-13 14:51,-0.2464,-0.0185,-0.2279
2018-04-13 14:52,-0.26,-0.0257,-0.2343
2018-04-13 14:53,-0.2685,-0.0273,-0.2412
2018-04-13 14:54,-0.2745,-0.0267,-0.2478
2018-04-13 14:55,-0.2676,-0.0158,-0.2518
2018-04-13 14:56,-0.2795,-0.0222,-0.2573
2018-04-13 14:57,-0.3008,-0.0348,-0.266
2018-04-13 14:58,-0.3189,-0.0423,-0.2766
2018-04-13 14:59,-0.3242,-0.0381,-0.2861
2018-04-13 15:00,-0.3063,-0.0161,-0.2901
2018-04-13 15:01,-0.3291,-0.0312,-0.2979
2018-04-13 15:02,-0.3449,-0.0376,-0.3073
2018-04-13 15:03,-0.3943,-0.0696,-0.3247
2018-04-13 15:04,-0.4204,-0.0766,-0.3439
2018-04-13 15:05,-0.4559,-0.0896,-0.3663
2018-04-13 15:06,-0.4904,-0.0993,-0.3911
2018-04-13 15:07,-0.5378,-0.1174,-0.4204
2018-04-13 15:08,-0.554,-0.1069,-0.4471
2018-04-13 15:09,-0.5405,-0.0747,-0.4658
2018-04-13 15:10,-0.4959,-0.0241,-0.4718
2018-04-13 15:11,-0.4688,0.0025,-0.4712
2018-04-13 15:12,-0.4257,0.0364,-0.4621
2018-04-13 15:13,-0.3819,0.0642,-0.4461
2018-04-13 15:14,-0.3785,0.0541,-0.4325
2018-04-13 15:15,-0.3946,0.0304,-0.425
2018-04-13 15:16,-0.4426,-0.0141,-0.4285
2018-04-13 15:17,-0.48,-0.0412,-0.4388
2018-04-13 15:18,-0.532,-0.0746,-0.4574
2018-04-13 15:19,-0.584,-0.1013,-0.4828
2018-04-13 15:20,-0.6366,-0.1231,-0.5135
2018-04-13 15:21,-0.6464,-0.1063,-0.5401
2018-04-13 15:22,-0.6364,-0.077,-0.5594
2018-04-13 15:23,-0.5894,-0.024,-0.5654
2018-04-13 15:24,-0.5618,0.0029,-0.5646
2018-04-13 15:25,-0.5377,0.0216,-0.5593
2018-04-13 15:26,-0.5048,0.0436,-0.5484
2018-04-13 15:27,-0.4622,0.0689,-0.5311
2018-04-13 15:28,-0.4298,0.0811,-0.5109
2018-04-13 15:29,-0.4011,0.0878,-0.4889
2018-04-13 15:30,-0.3338,0.1241,-0.4579
2018-04-13 15:31,-0.2944,0.1308,-0.4252
2018-04-13 15:32,-0.2458,0.1435,-0.3893
2018-04-13 15:33,-0.1696,0.1758,-0.3454
2018-04-13 15:34,-0.0811,0.2114,-0.2925
2018-04-13 15:35,-0.0419,0.2005,-0.2424
2018-04-13 15:36,-0.0131,0.1834,-0.1965
2018-04-13 15:37,0.0351,0.1853,-0.1502
2018-04-13 15:38,0.0653,0.1724,-0.1071
2018-04-13 15:39,0.0723,0.1435,-0.0712
2018-04-13 15:40,0.114,0.1482,-0.0342
2018-04-13 15:41,0.1657,0.1599,0.0058
2018-04-13 15:42,0.1987,0.1544,0.0444
2018-04-13 15:43,0.2639,0.1756,0.0883
2018-04-13 15:44,0.3127,0.1795,0.1331
2018-04-13 15:45,0.3477,0.1717,0.1761
2018-04-13 15:46,0.3669,0.1527,0.2142
2018-04-13 15:47,0.3602,0.1167,0.2434
2018-04-13 15:48,0.3276,0.0674,0.2603
2018-04-13 15:49,0.3178,0.0461,0.2718
2018-04-13 15:50,0.3123,0.0324,0.2799
2018-04-13 15:51,0.3183,0.0307,0.2876
2018-04-13 15:52,0.3465,0.0472,0.2993
2018-04-13 15:53,0.3982,0.0791,0.3191
2018-04-13 15:54,0.4743,0.1241,0.3501
2018-04-13 15:55,0.5162,0.1329,0.3834
2018-04-13 15:56,0.4882,0.0839,0.4043
2018-04-13 15:57,0.4621,0.0462,0.4159
2018-04-13 15:58,0.4254,0.0076,0.4178
2018-04-13 15:59,0.3846,-0.0266,0.4111
2018-04-13 16:00,0.3802,-0.0248,0.4049
2018-04-16 09:30,0.7098,0.2439,0.4659
2018-04-16 09:31,0.7884,0.258,0.5304
2018-04-16 09:32,0.8363,0.2447,0.5916
2018-04-16 09:33,0.9141,0.258,0.6561
2018-04-16 09:34,0.9108,0.2038,0.707
2018-04-16 09:35,0.9366,0.1836,0.753
2018-04-16 09:36,0.9856,0.1861,0.7995
2018-04-16 09:37,0.996,0.1572,0.8388
2018-04-16 09:38,0.9249,0.0689,0.856
2018-04-16 09:39,0.8883,0.0258,0.8625
2018-04-16 09:40,0.8669,0.0036,0.8634
2018-04-16 09:41,0.7694,-0.0752,0.8446
2018-04-16 09:42,0.5673,-0.2218,0.7891
2018-04-16 09:43,0.3965,-0.3141,0.7106
2018-04-16 09:44,0.2879,-0.3382,0.6261
2018-04-16 09:45,0.2536,-0.298,0.5516
2018-04-16 09:46,0.2382,-0.2507,0.4889
2018-04-16 09:47,0.1658,-0.2585,0.4243
2018-04-16 09:48,0.1201,-0.2433,0.3634
2018-04-16 09:49,0.059,-0.2435,0.3026
2018-04-16 09:50,-0.0012,-0.243,0.2418
2018-04-16 09:51,-0.1077,-0.2796,0.1719
2018-04-16 09:52,-0.2695,-0.3531,0.0836
2018-04-16 09:53,-0.3762,-0.3679,-0.0083
2018-04-16 09:54,-0.4378,-0.3435,-0.0942
2018-04-16 09:55,-0.4405,-0.277,-0.1635
2018-04-16 09:56,-0.5055,-0.2736,-0.2319
2018-04-16 09:57,-0.5805,-0.2789,-0.3016
2018-04-16 09:58,-0.6327,-0.2649,-0.3678
2018-04-16 09:59,-0.711,-0.2746,-0.4365
2018-04-16 10:00,-0.7324,-0.2367,-0.4957
2018-04-16 10:01,-0.7735,-0.2223,-0.5512
2018-04-16 10:02,-0.8017,-0.2004,-0.6013
2018-04-16 10:03,-0.7897,-0.1507,-0.639
2018-04-16 10:04,-0.7533,-0.0914,-0.6619
2018-04-16 10:05,-0.7184,-0.0453,-0.6732
2018-04-16 10:06,-0.6066,0.0532,-0.6599
2018-04-16 10:07,-0.5677,0.0737,-0.6414
2018-04-16 10:08,-0.505,0.1091,-0.6141
2018-04-16 10:09,-0.4096,0.1636,-0.5732
2018-04-16 10:10,-0.3134,0.2079,-0.5213
2018-04-16 10:11,-0.239,0.2259,-0.4648
2018-04-16 10:12,-0.2098,0.204,-0.4138
2018-04-16 10:13,-0.206,0.1662,-0.3722
2018-04-16 10:14,-0.2028,0.1356,-0.3384
2018-04-16 10:15,-0.2314,0.0855,-0.317
2018-04-16 10:16,-0.2345,0.066,-0.3005
2018-04-16 10:17,-0.2773,0.0186,-0.2958
2018-04-16 10:18,-0.322,-0.0209,-0.3011
2018-04-16 10:19,-0.3234,-0.0179,-0.3055
2018-04-16 10:20,-0.3074,-0.0015,-0.3059
2018-04-16 10:21,-0.2605,0.0363,-0.2968
2018-04-16 10:22,-0.2217,0.0601,-0.2818
2018-04-16 10:23,-0.1919,0.0719,-0.2638
2018-04-16 10:24,-0.1568,0.0856,-0.2424
2018-04-16 10:25,-0.1387,0.083,-0.2217
2018-04-16 10:26,-0.1508,0.0567,-0.2075
2018-04-16 10:27,-0.1478,0.0477,-0.1956
2018-04-16 10:28,-0.1331,0.05,-0.1831
2018-04-16 10:29,-0.0785,0.0837,-0.1621
2018-04-16 10:30,-0.0308,0.1051,-0.1359
2018-04-16 10:31,0.033,0.1351,-0.1021
2018-04-16 10:32,0.0525,0.1237,-0.0712
2018-04-16 10:33,0.0832,0.1235,-0.0403
2018-04-16 10:34,0.0719,0.0898,-0.0179
2018-04-16 10:35,0.0506,0.0548,-0.0042
2018-04-16 10:36,0.0241,0.0226,0.0015
2018-04-16 10:37,0.0212,0.0158,0.0054
2018-04-16 10:38,0.0462,0.0326,0.0136
2018-04-16 10:39,0.0647,0.0409,0.0238
2018-04-16 10:40,0.1027,0.0632,0.0396
2018-04-16 10:41,0.1248,0.0681,0.0566
2018-04-16 10:42,0.1203,0.0509,0.0694
2018-04-16 10:43,0.1337,0.0515,0.0822
2018-04-16 10:44,0.1324,0.0401,0.0923
2018-04-16 10:45,0.1426,0.0402,0.1023
2018-04-16 10:46,0.1218,0.0156,0.1062
2018-04-16 10:47,0.0571,-0.0393,0.0964
2018-04-16 10:48,0.0185,-0.0623,0.0808
2018-04-16 10:49,-0.0259,-0.0854,0.0595
2018-04-16 10:50,-0.0776,-0.1096,0.0321
2018-04-16 10:51,-0.1435,-0.1404,-0.003
2018-04-16 10:52,-0.188,-0.148,-0.04
2018-04-16 10:53,-0.2095,-0.1356,-0.0739
2018-04-16 10:54,-0.2543,-0.1443,-0.11
2018-04-16 10:55,-0.2577,-0.1182,-0.1396
2018-04-16 10:56,-0.2766,-0.1096,-0.167
2018-04-16 10:57,-0.2811,-0.0913,-0.1898
2018-04-16 10:58,-0.2758,-0.0688,-0.207
2018-04-16 10:59,-0.3048,-0.0782,-0.2266
2018-04-16 11:00,-0.3189,-0.0739,-0.245
2018-04-16 11:01,-0.3342,-0.0714,-0.2629
2018-04-16 11:02,-0.3425,-0.0637,-0.2788
2018-04-16 11:03,-0.3564,-0.0621,-0.2943
2018-04-16 11:04,-0.3877,-0.0747,-0.313
2018-04-16 11:05,-0.437,-0.0992,-0.3378
2018-04-16 11:06,-0.5357,-0.1583,-0.3774
2018-04-16 11:07,-0.6316,-0.2034,-0.4282
2018-04-16 11:08,-0.6868,-0.2068,-0.4799
2018-04-16 11:09,-0.7728,-0.2343,-0.5385
2018-04-16 11:10,-0.898,-0.2876,-0.6104
2018-04-16 11:11,-1.0678,-0.3659,-0.7019
2018-04-16 11:12,-1.1794,-0.382,-0.7974
2018-04-16 11:13,-1.2836,-0.389,-0.8946
2018-04-16 11:14,-1.3323,-0.3502,-0.9822
2018-04-16 11:15,-1.3808,-0.3189,-1.0619
2018-04-16 11:16,-1.3991,-0.2698,-1.1293
2018-04-16 11:17,-1.3404,-0.1688,-1.1716
2018-04-16 11:18,-1.2261,-0.0437,-1.1825
2018-04-16 11:19,-1.1521,0.0243,-1.1764
2018-04-16 11:20,-1.0499,0.1012,-1.1511
2018-04-16 11:21,-0.9199,0.185,-1.1049
2018-04-16 11:22,-0.828,0.2215,-1.0495
2018-04-16 11:23,-0.7601,0.2315,-0.9916
2018-04-16 11:24,-0.7094,0.2258,-0.9352
2018-04-16 11:25,-0.6313,0.2431,-0.8744
2018-04-16 11:26,-0.5652,0.2474,-0.8125
2018-04-16 11:27,-0.5206,0.2335,-0.7542
2018-04-16 11:28,-0.4622,0.2335,-0.6958
2018-04-16 11:29,-0.408,0.2302,-0.6382
2018-04-16 11:30,-0.3402,0.2384,-0.5786
2018-04-16 11:31,-0.2656,0.2504,-0.516
2018-04-16 11:32,-0.2225,0.2348,-0.4573
2018-04-16 11:33,-0.1989,0.2067,-0.4056
2018-04-16 11:34,-0.1774,0.1826,-0.36
2018-04-16 11:35,-0.1529,0.1656,-0.3186
2018-04-16 11:36,-0.1552,0.1307,-0.2859
2018-04-16 11:37,-0.1216,0.1314,-0.253
2018-04-16 11:38,-0.1234,0.1037,-0.2271
2018-04-16 11:39,-0.1035,0.0989,-0.2024
2018-04-16 11:40,-0.0766,0.1007,-0.1772
2018-04-16 11:41,-0.0776,0.0797,-0.1573
2018-04-16 11:42,-0.0862,0.0569,-0.1431
2018-04-16 11:43,-0.104,0.0313,-0.1353
2018-04-16 11:44,-0.0601,0.0601,-0.1202
2018-04-16 11:45,-0.0163,0.0832,-0.0994
2018-04-16 11:46,0.0279,0.1019,-0.074
2018-04-16 11:47,0.031,0.084,-0.053
2018-04-16 11:48,0.0483,0.081,-0.0327
2018-04-16 11:49,0.0653,0.0784,-0.0131
2018-04-16 11:50,0.0826,0.0766,0.006
2018-04-16 11:51,0.1136,0.0861,0.0275
2018-04-16 11:52,0.1039,0.0611,0.0428
2018-04-16 11:53,0.131,0.0705,0.0604
2018-04-16 11:54,0.1471,0.0693,0.0778
2018-04-16 11:55,0.1122,0.0276,0.0847
2018-04-16 11:56,0.1139,0.0234,0.0905
