date,1. open,2. high,3. low,4. close,5. volume
2018-04-26 11:43:00,279.95,280.29,279.85,280.085,5743.0
2018-04-26 11:44:00,279.9,280.3006,279.9,280.3006,3390.0
2018-04-26 11:45:00,280.34,280.5,280.28,280.5,3932.0
2018-04-26 11:46:00,280.59,280.59,280.21,280.21,2947.0
2018-04-26 11:47:00,280.2884,280.74,280.19,280.74,7792.0
2018-04-26 11:48:00,280.615,280.67,280.18,280.19,4330.0
2018-04-26 11:49:00,280.226,280.7,280.226,280.6405,5624.0
2018-04-26 11:50:00,280.69,280.82,280.6278,280.8,6000.0
2018-04-26 11:51:00,280.68,281.16,280.56,281.1081,10082.0
2018-04-26 11:52:00,281.1978,281.38,280.786,280.786,1650.0
2018-04-26 11:53:00,280.7,280.7899,280.52,280.5894,4074.0
2018-04-26 11:54:00,280.715,280.8136,280.715,280.8136,1028.0
2018-04-26 11:55:00,280.67,280.67,280.4,280.45,5900.0
2018-04-26 11:56:00,280.48,280.77,280.3,280.3,4800.0
2018-04-26 11:57:00,280.37,280.73,280.37,280.64,5449.0
2018-04-26 11:58:00,280.62,280.62,280.26,280.38,6194.0
2018-04-26 11:59:00,280.4507,280.4507,280.0,280.12,786.0
2018-04-26 12:00:00,280.25,280.865,280.25,280.62,6576.0
2018-04-26 12:01:00,280.58,280.634,280.39,280.54,2686.0
2018-04-26 12:02:00,280.46,280.71,280.35,280.35,4052.0
2018-04-26 12:03:00,280.43,280.57,280.43,280.4324,2900.0
2018-04-26 12:04:00,280.489,280.65,280.36,280.54,4000.0
2018-04-26 12:05:00,280.53,280.53,280.0,280.27,18249.0
2018-04-26 12:06:00,280.33,280.3876,280.13,280.356,5350.0
2018-04-26 12:07:00,280.2533,280.356,280.22,280.22,2131.0
2018-04-26 12:08:00,280.22,280.379,280.11,280.27,7922.0
2018-04-26 12:09:00,280.34,280.37,280.2,280.334,2198.0
2018-04-26 12:10:00,280.34,280.5083,280.32,280.39,5673.0
2018-04-26 12:11:00,280.378,280.42,280.21,280.36,6492.0
2018-04-26 12:12:00,280.329,280.4299,280.15,280.15,2535.0
2018-04-26 12:13:00,280.14,280.36,280.0572,280.36,13827.0
2018-04-26 12:14:00,280.3267,280.37,280.12,280.3092,3792.0
2018-04-26 12:15:00,280.37,280.39,280.14,280.23,3192.0
2018-04-26 12:16:00,280.3481,280.3481,280.3332,280.3332,200.0
2018-04-26 12:17:00,280.24,280.2437,279.95,280.17,11442.0
2018-04-26 12:18:00,280.2,280.79,280.2,280.79,13409.0
2018-04-26 12:19:00,280.77,281.18,280.77,281.18,4995.0
2018-04-26 12:20:00,281.215,281.4481,281.15,281.15,5718.0
2018-04-26 12:21:00,281.2,281.2529,281.05,281.2529,1199.0
2018-04-26 12:22:00,281.32,281.72,281.32,281.58,6838.0
2018-04-26 12:23:00,281.54,281.73,281.54,281.65,4199.0
2018-04-26 12:24:00,281.6101,281.91,281.6101,281.8396,6385.0
2018-04-26 12:25:00,281.899,281.92,281.2,281.2,12596.0
2018-04-26 12:26:00,281.23,281.77,281.23,281.6,3350.0
2018-04-26 12:27:00,281.6596,281.6596,281.26,281.31,4566.0
2018-04-26 12:28:00,281.41,281.63,281.31,281.53,2800.0
2018-04-26 12:29:00,281.563,281.66,281.41,281.57,4339.0
2018-04-26 12:30:00,281.6,281.93,281.6,281.84,6956.0
2018-04-26 12:31:00,281.97,282.0,281.68,281.69,13687.0
2018-04-26 12:32:00,281.8048,281.97,281.7245,281.7245,6922.0
2018-04-26 12:33:00,281.8223,281.98,281.67,281.72,6433.0
2018-04-26 12:34:00,281.625,281.85,281.61,281.8319,10367.0
2018-04-26 12:35:00,281.825,281.86,281.62,281.62,6148.0
2018-04-26 12:36:00,281.68,282.0,281.68,281.9053,15914.0
2018-04-26 12:37:00,281.91,281.97,281.7805,281.8202,4750.0
2018-04-26 12:38:00,281.74,281.9,281.62,281.9,8870.0
2018-04-26 12:39:00,281.8811,282.2,281.701,282.15,12642.0
2018-04-26 12:40:00,282.18,282.18,281.71,281.71,9781.0
2018-04-26 12:41:00,281.71,281.96,281.54,281.96,8379.0
2018-04-26 12:42:00,281.96,282.17,281.96,282.1052,6112.0
2018-04-26 12:43:00,282.03,282.0576,281.7029,281.7029,6724.0
2018-04-26 12:44:00,281.8052,281.9,281.74,281.74,3246.0
2018-04-26 12:45:00,281.89,282.23,281.78,282.23,6820.0
2018-04-26 12:46:00,282.24,282.36,282.16,282.255,5400.0
2018-04-26 12:47:00,282.22,282.2201,282.04,282.124,3117.0
2018-04-26 12:48:00,282.1,282.1,281.63,281.89,8835.0
2018-04-26 12:49:00,281.813,282.31,281.6,282.29,14124.0
2018-04-26 12:50:00,282.24,282.65,282.24,282.54,11335.0
2018-04-26 12:51:00,282.41,282.88,282.41,282.63,7897.0
2018-04-26 12:52:00,282.6106,283.0,282.6106,283.0,6511.0
2018-04-26 12:53:00,282.9547,282.9547,282.58,282.7,7044.0
2018-04-26 12:54:00,282.7,282.91,282.7,282.8012,3832.0
2018-04-26 12:55:00,282.81,283.02,282.805,282.978,4528.0
2018-04-26 12:56:00,283.02,283.08,282.62,282.62,4609.0
2018-04-26 12:57:00,282.58,282.8263,282.38,282.8263,8103.0
2018-04-26 12:58:00,282.7798,282.9,282.73,282.73,2050.0
2018-04-26 12:59:00,282.7972,282.8925,282.5907,282.63,3429.0
2018-04-26 13:00:00,282.52,282.72,282.52,282.626,2309.0
2018-04-26 13:01:00,282.73,282.869,281.82,282.1444,21847.0
2018-04-26 13:02:00,282.06,282.33,281.96,282.2648,3579.0
2018-04-26 13:03:00,282.2375,282.2798,282.2375,282.2798,1379.0
2018-04-26 13:04:00,282.295,282.295,281.95,282.0414,5116.0
2018-04-26 13:05:00,282.0,282.1225,282.0,282.03,2958.0
2018-04-26 13:06:00,282.03,282.03,281.5873,281.77,4542.0
2018-04-26 13:07:00,281.73,281.84,281.73,281.7796,2100.0
2018-04-26 13:08:00,281.65,281.69,281.63,281.63,700.0
2018-04-26 13:09:00,281.44,281.615,281.44,281.5548,1445.0
2018-04-26 13:10:00,281.7,281.8,281.58,281.6,1500.0
2018-04-26 13:11:00,281.72,281.8625,281.518,281.8625,2139.0
2018-04-26 13:12:00,281.81,281.81,281.71,281.71,500.0
2018-04-26 13:13:00,281.8183,282.12,281.7437,282.12,3119.0
2018-04-26 13:14:00,282.06,282.15,281.97,282.0925,1621.0
2018-04-26 13:15:00,281.95,281.95,281.4743,281.4743,2209.0
2018-04-26 13:16:00,281.6,281.65,281.6,281.65,301.0
2018-04-26 13:17:00,281.73,281.88,281.68,281.88,4616.0
2018-04-26 13:18:00,281.85,281.925,281.85,281.8806,750.0
2018-04-26 13:19:00,281.98,282.01,281.91,281.9839,3008.0
2018-04-26 13:20:00,282.01,282.15,282.0,282.1,5284.0
2018-04-26 13:21:00,282.09,282.292,282.09,282.292,1611.0
2018-04-26 13:22:00,282.2746,282.2746,282.08,282.19,1746.0
