date,1. open,2. high,3. low,4. close,5. volume
2018-04-26 11:42:00,3.06,3.06,3.0508,3.06,11400.0
2018-04-26 11:43:00,3.055,3.06,3.055,3.055,500.0
2018-04-26 11:44:00,3.05,3.055,3.05,3.05,700.0
2018-04-26 11:45:00,3.06,3.06,3.055,3.06,1800.0
2018-04-26 11:46:00,3.06,3.06,3.055,3.06,1200.0
2018-04-26 11:47:00,3.06,3.06,3.06,3.06,200.0
2018-04-26 11:48:00,3.06,3.06,3.06,3.06,200.0
2018-04-26 11:49:00,3.0539,3.06,3.0539,3.055,1500.0
2018-04-26 11:50:00,3.06,3.07,3.06,3.07,6500.0
2018-04-26 11:51:00,3.06,3.065,3.06,3.065,2900.0
2018-04-26 11:52:00,3.065,3.065,3.06,3.06,1600.0
2018-04-26 11:53:00,3.06,3.065,3.06,3.065,600.0
2018-04-26 11:54:00,3.06,3.06,3.06,3.06,100.0
2018-04-26 11:55:00,3.065,3.065,3.06,3.06,12800.0
2018-04-26 11:56:00,3.0601,3.0601,3.06,3.06,4200.0
2018-04-26 11:57:00,3.06,3.065,3.06,3.06,2700.0
2018-04-26 11:58:00,3.066,3.07,3.06,3.065,7000.0
2018-04-26 11:59:00,3.06,3.067,3.06,3.065,6600.0
2018-04-26 12:00:00,3.065,3.07,3.06,3.07,1700.0
2018-04-26 12:01:00,3.061,3.07,3.061,3.065,6100.0
2018-04-26 12:02:00,3.07,3.07,3.0678,3.0678,675.0
2018-04-26 12:03:00,3.061,3.07,3.061,3.065,8400.0
2018-04-26 12:04:00,3.07,3.07,3.07,3.07,100.0
2018-04-26 12:05:00,3.065,3.07,3.065,3.065,400.0
2018-04-26 12:06:00,3.065,3.07,3.061,3.07,4500.0
2018-04-26 12:07:00,3.065,3.07,3.06,3.07,2300.0
2018-04-26 12:08:00,3.065,3.07,3.064,3.065,21800.0
2018-04-26 12:09:00,3.06,3.07,3.06,3.06,2100.0
2018-04-26 12:10:00,3.065,3.07,3.06,3.065,1400.0
2018-04-26 12:11:00,3.065,3.07,3.06,3.069,1400.0
2018-04-26 12:12:00,3.07,3.07,3.06,3.07,400.0
2018-04-26 12:13:00,3.0642,3.07,3.06,3.07,2800.0
2018-04-26 12:14:00,3.06,3.07,3.06,3.065,11900.0
2018-04-26 12:15:00,3.06,3.07,3.06,3.07,900.0
2018-04-26 12:16:00,3.065,3.065,3.06,3.06,200.0
2018-04-26 12:17:00,3.07,3.07,3.06,3.06,2300.0
2018-04-26 12:18:00,3.06,3.07,3.06,3.065,1000.0
2018-04-26 12:19:00,3.06,3.07,3.06,3.06,700.0
2018-04-26 12:20:00,3.06,3.065,3.06,3.06,900.0
2018-04-26 12:21:00,3.06,3.07,3.06,3.06,2000.0
2018-04-26 12:22:00,3.07,3.07,3.06,3.07,1900.0
2018-04-26 12:23:00,3.065,3.08,3.065,3.075,51656.0
2018-04-26 12:25:00,3.065,3.065,3.065,3.065,200.0
2018-04-26 12:26:00,3.07,3.08,3.065,3.08,18758.0
2018-04-26 12:27:00,3.08,3.08,3.0799,3.08,2700.0
2018-04-26 12:28:00,3.08,3.08,3.08,3.08,400.0
2018-04-26 12:29:00,3.07,3.07,3.0632,3.0632,12500.0
2018-04-26 12:30:00,3.065,3.07,3.065,3.07,600.0
2018-04-26 12:31:00,3.07,3.07,3.07,3.07,100.0
2018-04-26 12:32:00,3.07,3.07,3.07,3.07,300.0
2018-04-26 12:33:00,3.07,3.07,3.0633,3.0633,1100.0
2018-04-26 12:34:00,3.07,3.07,3.065,3.065,200.0
2018-04-26 12:35:00,3.07,3.07,3.065,3.07,900.0
2018-04-26 12:36:00,3.065,3.07,3.065,3.07,1500.0
2018-04-26 12:37:00,3.0695,3.07,3.0695,3.07,3100.0
2018-04-26 12:38:00,3.07,3.07,3.065,3.065,400.0
2018-04-26 12:39:00,3.065,3.075,3.065,3.075,12358.0
2018-04-26 12:40:00,3.0701,3.075,3.07,3.075,14945.0
2018-04-26 12:41:00,3.075,3.075,3.07,3.07,2400.0
2018-04-26 12:42:00,3.07,3.077,3.065,3.07,46400.0
2018-04-26 12:43:00,3.075,3.075,3.07,3.07,4400.0
2018-04-26 12:44:00,3.07,3.07,3.065,3.07,900.0
2018-04-26 12:45:00,3.07,3.07,3.07,3.07,1500.0
2018-04-26 12:46:00,3.07,3.07,3.065,3.07,1900.0
2018-04-26 12:47:00,3.07,3.07,3.07,3.07,300.0
2018-04-26 12:48:00,3.065,3.065,3.065,3.065,300.0
2018-04-26 12:49:00,3.065,3.07,3.06,3.07,2100.0
2018-04-26 12:50:00,3.065,3.07,3.06,3.06,1100.0
2018-04-26 12:51:00,3.06,3.07,3.06,3.06,700.0
2018-04-26 12:52:00,3.07,3.07,3.06,3.06,300.0
2018-04-26 12:53:00,3.07,3.07,3.06,3.07,700.0
2018-04-26 12:54:00,3.07,3.07,3.06,3.07,400.0
2018-04-26 12:55:00,3.06,3.07,3.06,3.065,800.0
2018-04-26 12:56:00,3.07,3.07,3.06,3.07,500.0
2018-04-26 12:57:00,3.07,3.07,3.06,3.07,1000.0
2018-04-26 12:58:00,3.065,3.065,3.06,3.06,1050.0
2018-04-26 12:59:00,3.06,3.07,3.06,3.07,2300.0
2018-04-26 13:00:00,3.06,3.06,3.06,3.06,400.0
2018-04-26 13:01:00,3.065,3.07,3.065,3.07,800.0
2018-04-26 13:02:00,3.0608,3.07,3.06,3.06,3050.0
2018-04-26 13:03:00,3.06,3.07,3.06,3.07,300.0
2018-04-26 13:04:00,3.06,3.06,3.05,3.055,6311.0
2018-04-26 13:05:00,3.055,3.0566,3.055,3.0566,500.0
2018-04-26 13:06:00,3.06,3.06,3.06,3.06,100.0
2018-04-26 13:07:00,3.055,3.055,3.04,3.04,28873.0
2018-04-26 13:08:00,3.04,3.045,3.04,3.045,13500.0
2018-04-26 13:09:00,3.031,3.04,3.03,3.031,26146.0
2018-04-26 13:10:00,3.03,3.04,3.03,3.03,700.0
2018-04-26 13:11:00,3.0399,3.0399,3.03,3.035,700.0
2018-04-26 13:12:00,3.035,3.04,3.03,3.03,1000.0
2018-04-26 13:13:00,3.035,3.04,3.03,3.035,1400.0
2018-04-26 13:14:00,3.03,3.04,3.03,3.03,10800.0
2018-04-26 13:15:00,3.035,3.035,3.03,3.035,600.0
2018-04-26 13:16:00,3.04,3.04,3.03,3.035,20900.0
2018-04-26 13:17:00,3.035,3.04,3.03,3.03,800.0
2018-04-26 13:18:00,3.03,3.04,3.03,3.03,300.0
2018-04-26 13:19:00,3.03,3.04,3.03,3.03,300.0
2018-04-26 13:20:00,3.0364,3.04,3.02,3.02,17595.0
2018-04-26 13:21:00,3.03,3.03,3.02,3.02,900.0
2018-04-26 13:22:00,3.02,3.02,3.02,3.02,400.0
