date,1. open,2. high,3. low,4. close,5. volume
2018-04-26 11:43:00,31.062,31.1,31.055,31.065,97649.0
2018-04-26 11:44:00,31.065,31.08,30.99,31.04,182478.0
2018-04-26 11:45:00,31.03,31.09,31.0248,31.08,73980.0
2018-04-26 11:46:00,31.08,31.14,31.07,31.1026,78308.0
2018-04-26 11:47:00,31.11,31.1153,31.03,31.045,80970.0
2018-04-26 11:48:00,31.035,31.0366,30.97,31.0,108259.0
2018-04-26 11:49:00,31.0,31.04,30.98,31.02,93422.0
2018-04-26 11:50:00,31.02,31.02,30.86,30.875,176772.0
2018-04-26 11:51:00,30.875,30.94,30.85,30.93,101515.0
2018-04-26 11:52:00,30.9265,31.0,30.9265,30.9696,79518.0
2018-04-26 11:53:00,30.9621,30.9621,30.901,30.901,57599.0
2018-04-26 11:54:00,30.9,30.94,30.9,30.92,44331.0
2018-04-26 11:55:00,30.91,30.91,30.865,30.875,53423.0
2018-04-26 11:56:00,30.875,30.94,30.8643,30.88,81573.0
2018-04-26 11:57:00,30.8786,30.92,30.8786,30.91,37161.0
2018-04-26 11:58:00,30.9077,30.93,30.9,30.91,23992.0
2018-04-26 11:59:00,30.9,30.91,30.815,30.82,68431.0
2018-04-26 12:00:00,30.82,30.94,30.8,30.8993,97706.0
2018-04-26 12:01:00,30.8977,30.94,30.89,30.924,64686.0
2018-04-26 12:02:00,30.9211,31.0,30.9,30.97,64793.0
2018-04-26 12:03:00,30.98,31.01,30.98,31.0038,53264.0
2018-04-26 12:04:00,31.0051,31.04,31.0001,31.035,31138.0
2018-04-26 12:05:00,31.04,31.04,30.905,30.945,135685.0
2018-04-26 12:06:00,30.95,30.965,30.91,30.9101,26141.0
2018-04-26 12:07:00,30.915,30.955,30.915,30.945,28829.0
2018-04-26 12:08:00,30.95,30.95,30.9046,30.92,31382.0
2018-04-26 12:09:00,30.92,30.94,30.895,30.935,26591.0
2018-04-26 12:10:00,30.935,30.96,30.93,30.96,33694.0
2018-04-26 12:11:00,30.9581,30.9581,30.885,30.91,30802.0
2018-04-26 12:12:00,30.9,30.91,30.84,30.85,45992.0
2018-04-26 12:13:00,30.84,30.8455,30.8,30.82,84281.0
2018-04-26 12:14:00,30.83,30.87,30.83,30.86,45918.0
2018-04-26 12:15:00,30.865,30.91,30.864,30.885,61817.0
2018-04-26 12:16:00,30.885,30.9,30.8247,30.84,136052.0
2018-04-26 12:17:00,30.845,30.85,30.76,30.77,123562.0
2018-04-26 12:18:00,30.78,30.85,30.775,30.84,69085.0
2018-04-26 12:19:00,30.835,30.89,30.8228,30.8877,61023.0
2018-04-26 12:20:00,30.8894,30.899,30.845,30.87,62980.0
2018-04-26 12:21:00,30.8668,30.92,30.845,30.9186,79711.0
2018-04-26 12:22:00,30.92,30.96,30.9,30.9249,107075.0
2018-04-26 12:23:00,30.925,30.95,30.92,30.925,90938.0
2018-04-26 12:24:00,30.9285,30.94,30.9105,30.9105,38841.0
2018-04-26 12:25:00,30.915,30.95,30.89,30.95,67754.0
2018-04-26 12:26:00,30.9535,30.98,30.91,30.93,106917.0
2018-04-26 12:27:00,30.93,30.97,30.925,30.9699,23084.0
2018-04-26 12:28:00,30.965,31.0,30.93,30.94,64052.0
2018-04-26 12:29:00,30.93,30.95,30.915,30.93,103029.0
2018-04-26 12:30:00,30.94,30.95,30.9,30.905,28826.0
2018-04-26 12:31:00,30.9149,30.9192,30.83,30.84,105539.0
2018-04-26 12:32:00,30.845,30.875,30.83,30.86,39383.0
2018-04-26 12:33:00,30.8538,30.8761,30.835,30.835,27477.0
2018-04-26 12:34:00,30.835,30.85,30.805,30.821,52573.0
2018-04-26 12:35:00,30.825,30.855,30.825,30.85,42063.0
2018-04-26 12:36:00,30.845,30.87,30.84,30.84,25545.0
2018-04-26 12:37:00,30.84,30.87,30.81,30.821,39692.0
2018-04-26 12:38:00,30.82,30.89,30.81,30.88,48210.0
2018-04-26 12:39:00,30.875,30.889,30.845,30.87,27626.0
2018-04-26 12:40:00,30.875,30.9,30.875,30.89,20421.0
2018-04-26 12:41:00,30.89,30.8998,30.865,30.875,21968.0
2018-04-26 12:42:00,30.89,30.9259,30.89,30.92,38138.0
2018-04-26 12:43:00,30.92,30.9379,30.905,30.905,39245.0
2018-04-26 12:44:00,30.9027,30.9099,30.85,30.8523,28912.0
2018-04-26 12:45:00,30.85,30.88,30.84,30.85,33873.0
2018-04-26 12:46:00,30.8599,30.87,30.835,30.87,16108.0
2018-04-26 12:47:00,30.8639,30.873,30.83,30.835,15035.0
2018-04-26 12:48:00,30.8363,30.8363,30.59,30.59,347044.0
2018-04-26 12:49:00,30.61,30.72,30.605,30.68,98879.0
2018-04-26 12:50:00,30.68,30.695,30.625,30.65,58078.0
2018-04-26 12:51:00,30.6401,30.6401,30.59,30.62,62516.0
2018-04-26 12:52:00,30.62,30.62,30.57,30.5948,85445.0
2018-04-26 12:53:00,30.599,30.62,30.57,30.59,73704.0
2018-04-26 12:54:00,30.595,30.595,30.55,30.55,44985.0
2018-04-26 12:55:00,30.55,30.61,30.55,30.605,78054.0
2018-04-26 12:56:00,30.61,30.69,30.6,30.67,109151.0
2018-04-26 12:57:00,30.67,30.68,30.63,30.66,71029.0
2018-04-26 12:58:00,30.66,30.6749,30.64,30.658,51166.0
2018-04-26 12:59:00,30.65,30.69,30.61,30.61,53746.0
2018-04-26 13:00:00,30.61,30.64,30.6,30.6162,84855.0
2018-04-26 13:01:00,30.615,30.65,30.6,30.63,40091.0
2018-04-26 13:02:00,30.63,30.66,30.63,30.655,23461.0
2018-04-26 13:03:00,30.6577,30.67,30.65,30.66,28094.0
2018-04-26 13:04:00,30.66,30.67,30.65,30.665,18825.0
2018-04-26 13:05:00,30.67,30.68,30.65,30.67,21680.0
2018-04-26 13:06:00,30.67,30.6785,30.58,30.5823,88751.0
2018-04-26 13:07:00,30.58,30.61,30.55,30.576,58954.0
2018-04-26 13:08:00,30.57,30.58,30.545,30.56,40745.0
